"READ_CODE","DESCRIPTION","VERSION"
"9OXC0",Inf A vir H1N1 vac inv SMS snt ... Influenza A virus subtype H1N1 vac inv SMS text message sent ... Influenza A virus subtype H1N1 vaccination invitation short message service text message sent,"2"
"9OXD.",Influenza vacc verbal invitati ... Influenza vaccination verbal invitation ... ,"2"
"9OXZ.",Influenza vacc.administrat.NOS ...  ... ,"2"
"8CAR0",Adv abt infl A vr sb H1N1 tele ... Advc given about influenza A virus subtype H1N1 by telephone ... Advice given about influenza A virus subtype H1N1 by telephone,"2"
"74y..",Respiratory tract ops OS ... Other specified operations on respiratory tract ... ,"2"
"43dG.",Influenza B antibody level ...  ... ,"2"
"43dh.",Parainfluenza type 3 ab level ... Parainfluenza type 3 antibody level ... ,"2"
"43do.",Parainfluenza virus ag assay ... Parainfluenza virus antigen assay ... ,"2"
"43wD.",Influenza B nucl acid detectn ... Influenza B nucleic acid detection ... ,"2"
"43wD0",Influenza B NADA ... Influenza B nucleic acid detection assay ... ,"2"
"43wD1",Influenza B RNA detectn assay ... Influenza B virus ribonucleic acid detection assay ... ,"2"
"7N22.",[SO]Other respiratory tract ...  ... ,"2"
Hyu0.,[X]Ac upp respiratory infectns ... [X]Acute upper respiratory infections ... ,"2"
Hyu2A,[X]Oth spcf dis/upp resp tract ... [X]Other specified diseases of upper respiratory tract ... ,"2"
"14b3.",H/O: influenza vaccination ... History of influenza vaccination ... ,"2"
"9OX51",Seasonal flu vaccinat declined ... Seasonal influenza vaccination declined ... ,"2"
"9OX54","1st intrnsl ssnl flu vcc dclnd ... First intranasal seasonal influenza vaccination declined ... ","2"
"744H3",D f e e l res t b cy l l res t ... Diag fib end exam low resp tr and brush cyto les low resp tr ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract and brush cytology of lesion of lower respiratory tract,"2"
AyuB0,[X]Oth spcf ac viral hepatitis ... [X]Other specified acute viral hepatitis ... ,"2"
n4x2.,HIB+MENINGITIS C vac inj+solv ... HAEMOPHILUS INFLUENZAE type b+MENINGITIS C vaccine inj+solv ... HAEMOPHILUS INFLUENZAE type b + MENINGITIS group C conjugate vaccine injection(pdr for recon)+solvent,"2"
"4J3L.",Infl A virus H1N1 sub detected ... Influenza A virus H1N1 subtype detected ... ,"2"
"4JDb.",Influenza (A&B) serology ...  ... ,"2"
"68Nu.",No response to flu vacc invitn ... No response to influenza vaccination invitation ... ,"2"
"65a..","DTaP/IPV/Hib vaccination ... Dipht tetanus acell pertus, haem influ b, inactiv polio vacc ... Diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","2"
"65a0.","1st DTaP/IPV/Hib vaccination ... 1st dipht tet acell pertus, haem influ b, inactiv polio vacc ... First diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","2"
"65a1.","2nd DTaP/IPV/Hib vaccination ... 2nd dipht tet acell pertus, haem influ b, inactiv polio vacc ... Second diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","2"
"65a2.","3rd DTaP/IPV/Hib vaccination ... 3rd dipht tet acell pertus, haem influ b, inactiv polio vacc ... Third diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","2"
"65b0.","1st Hib/meningitis C vaccinatn ... First Haemophilus influenzae type B/meningitis C vaccination ... First Haemophilus influenzae type B and meningitis C vaccination","2"
"65E..",Influenza vaccination ...  ... ,"2"
"65E4.","2nd pan flu vac othr hlth prov ... 2nd pandemic influenza vacc give by other healthcare providr ... Second pandemic influenza vaccination given by other healthcare provider","2"
H035z,Acute bact.tonsillitis NOS ... Acute bacterial tonsillitis NOS ... ,"2"
H05..,Other acute upper resp.infect. ... Other acute upper respiratory infections ... ,"2"
H06..,Acute bronchitis/bronchiolitis ... Acute bronchitis and bronchiolitis ... ,"2"
H0606,Acute pneumococcal bronchitis ...  ... ,"2"
H0617,Ac bronchiol due hum metapneum ... Acute bronchiolitis due to human metapneumovirus ... ,"2"
H20y0,Severe acute respiratory syndr ... Severe acute respiratory syndrome ... ,"2"
H222.,Pneumonia - H.influenzae ... Pneumonia due to haemophilus influenzae ... ,"2"
H27..,Influenza ...  ... ,"2"
H270.,Influenza + pneumonia ... Influenza with pneumonia ... ,"2"
H270z,Influenza + pneumonia NOS ... Influenza with pneumonia NOS ... ,"2"
H2711,Influenza + pharyngitis ... Influenza with pharyngitis ... ,"2"
H27y.,Influenza + other manifestat. ... Influenza with other manifestations ... ,"2"
H2A..,Infl due Infl A vir subtp H1N1 ... Influenza due to Influenza A virus subtype H1N1 ... ,"2"
ZV048,[V]Influenza vaccination ...  ... ,"2"
SyuD2,[X]Burn oth parts resp tract ... [X]Burn of other parts of respiratory tract ... ,"2"
SyuC1,[X]For bod oth/com site res tr ... [X]Foreign body in other & comb sites of respiratory tract ... [X]Foreign body in other and combined sites of respiratory tract,"2"
U1442,"[X]Inhalat food in public inst ... [X]Inhl+ingest food obst resp tract sch oth ins/pub adm area ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at school, other institution and public administrative area","2"
U1443,"[X]Inhalatn food in sport area ... [X]Inhl+ingest food caus obst resp tract occ sport/athl area ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at sports and athletics area","2"
U1451,"[X]Inhalat of object res inst ... [X]Inhl+ingest oth obj caus obst resp tract occ resid instit ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence in residential institution","2"
U1457,"[X]Inhalat of object on farm ... [X]Inhalatn+ingestn oth obj causng obstr resp tract occ farm ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence on farm","2"
U145y,"[X]Inhalat of object OS place ... [X]Inhal+ingest oth obj caus obst resp tract oth specif plce ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at other specified place","2"
U145z,"[X]Inhalat of object unsp plce ... [X]Inhal+ingest oth obj caus obst resp tract unspecif place ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at unspecified place","2"
TF2..,Inhal/ingest.oth.obj+resp.obst ... Inhalation/ingestion oth object-resp obstruction/suffocation ... Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,"2"
TF200,Bean in nose+resp.obst. ... Bean in nose with obstruction of respiratory tract ... ,"2"
TF201,Marble in nose+resp.obstr. ... Marble in nose with obstruction of respiratory tract ... ,"2"
YauwB,Acute viral hepatitis NOS ...  ... ,"3"
YE0qg,(Ac inf otitis externa)/(abs++ ... (Ac inf otitis externa)/(abscess ext ear)/(cellulit ext ear) ... (Acute infective otitis externa) or (abscess external ear) or (cellulitis external ear),"3"
Ya0uL,Acute adenov follic conjunctiv ... Acute adenoviral follicular conjunctivitis ... ,"3"
Y1005,URT hypersensitivity react.NOS ... Upper respiratory tract hypersensitivity reaction NOS ... ,"3"
Y1007,Other URT diseases NOS ... Other upper respiratory tract diseases NOS ... ,"3"
Y1008,Other URT disease NOS ... Other upper respiratory tract disease NOS ... ,"3"
Y100B,Acute respiratory infections ...  ... ,"3"
Y100D,Acute respiratory infectns.OS ... Other specified acute respiratory infections ... ,"3"
Y100f,Viral upper resp.tract inf.NOS ... Viral upper respiratory tract infection NOS ... ,"3"
Y100n,Acute lower resp tr infection ... Acute lower respiratory tract infection ... ,"3"
Y100x,Subacute bronchitis ...  ... ,"3"
Y1014,Subacute bronchitis unspecif. ... Subacute bronchitis unspecified ... ,"3"
YaRCM,LRT - Lower respiratory tract ...  ... ,"3"
YMBNV,"[X]Inhalation food on highway ... [X]Inhal+ingest food caus obst resp tract occ street/highway ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence on street and highway","3"
YMK6F,Acute neiss.catarrh.bronchitis ... Acute neisseria catarrhalis bronchitis ... ,"3"
YMK6I,Acut bronch/resp syncytial vir ... Acute bronchitis due to respiratory syncytial virus ... ,"3"
YMK6J,Acute bronchitis/echovirus ... Acute bronchitis due to echovirus ... ,"3"
YE0TO,Acute: [bronchitis]/[chest i++ ... Acute: [bronchitis]/[chest infections]/[tracheobronchitis] ... Acute: [bronchitis] or [chest infections] or [tracheobronchitis],"3"
YE0TP,Ac resp infec: [NOS][pharyng++ ... Ac resp infec: [NOS][pharyngotracheitis][tracheopharyngitis] ... Acute respiratory infection: [NOS] or [pharyngotracheitis] or [tracheopharyngitis],"3"
YE0Tb,(Influenza NOS) or (influenz++ ... (Influenza NOS) or (influenza-like illness) ... ,"3"
YapsN,Clear secretions respir tract ... Clearance of secretions of respiratory tract ... ,"3"
YapsO,Expect ind sput frm resp tract ... Expectoration of induced sputum from respiratory tract ... ,"3"
y0GnN,Influenza virosome vacc syrg ... Inact Influenza surface antigen virosome vaccine syringe ... Inactivated Influenza surface antigen virosome vaccine prefilled syringe,"3"
Y00Ml,Acute non-infect transv myelit ... Acute non-infective transverse myelitis ... ,"3"
Yavbv,Influenza vac invita 1st email ... Influenza vaccination invitation first email ... ,"3"
Yavbx,Influenza vac invit 3rd email ... Influenza vaccination invitation third email ... ,"3"
Yayq6,Ft intns snl flu vcc gv by phm ... First intranasal seasonal influenza vacc given by pharmacist ... First intranasal seasonal influenza vaccination given by pharmacist,"3"
YE0SV,Epiglottitis: [viral] or [ac++ ... Epiglottitis: [viral] or [acute non streptococcal] ... ,"3"
YE0SZ,Respiratory tract infection ++ ... Respiratory tract infection (& [acute lower] or [lower]) ... ,"3"
Y106w,Ac exacerbation chr bronchitis ... Acute exacerbation of chronic bronchitis ... ,"3"
YM1CQ,[SO]Respiratory tract & mouth ... [SO]Respiratory tract and mouth ... ,"3"
YM1Ct,[SO]Respiratory tract NEC ...  ... ,"3"
YM1DI,[SO]Resp tract and mouth NOS ... [SO]Respiratory tract and mouth NOS ... ,"3"
YazCD,"3rd DTaP, IPV, Hib, hep B vacc ... Third DTaP, IPV, Hib, and hep B vaccination ... Third diphtheria, tetanus and acellular pertussis, inactivated polio, Haemophilus influenzae type b and hepatitis B vaccination","3"
Y103D,Prim influenza virus pneumonia ... Primary influenza virus pneumonia ... ,"3"
Y41M9,Acute viral thyroiditis ...  ... ,"3"
Y7A3X,Influenza imm.advised at home ...  ... ,"3"
YMK9W,Subacute hepatitis-noninfect. ... Subacute hepatitis - noninfective ... ,"3"
Y00XA,Acute postinfec radiculoneurop ... Acute post-infective radiculoneuropathy ... ,"3"
Ya2Ab,Aspira vomit lower resp tract ... Aspirated vomit in lower respiratory tract ... ,"3"
YaevH,H influenzae B antibody level ... Haemophilus influenzae B antibody level ... ,"3"
Yaexs,H influenzae B antibody level ...  ... ,"3"
Y208o,Acute streptococc pericarditis ... Acute streptococcal pericarditis ... ,"3"
YatC2,H/O: influenza vaccination ... History of influenza vaccination ... ,"3"
YatG5,CLVPN - 2nd flu A (H1N1v)09 va ... CELVAPAN - second influenza A (H1N1v) 2009 vaccination given ... ,"3"
YatG7,PNDMRX - 2nd fluA (H1N1v)09 va ... PANDEMRIX - second influenza A (H1N1v) 2009 vaccination give ... PANDEMRIX - second influenza A (H1N1v) 2009 vaccination given,"3"
YatGA,PX - 1 fluA (H1N1v)09 va ot pr ... PANDEMRIX - 1st flu A (H1N1v) 2009 vac by othr hlth provider ... PANDEMRIX - first influenza A (H1N1v) 2009 vaccination given by other healthcare provider,"3"
Yah5k,Influenza B antibody level ...  ... ,"3"
Yayq8,Fst inct snl flu vcc gv by phr ... First inactivated seasonal influenza vacc gvn by pharmacist ... First inactivated seasonal influenza vaccination given by pharmacist,"3"
Yayiw,Infz+othr manf due to ssnl vir ... Influenza with other manifestations due to seasonl inf virus ... Influenza with other manifestations due to seasonal influenza virus,"3"
Yayit,Flu due to seasonal virus ... Influenza due to seasonal influenza virus ... ,"3"
YM7W0,Other respiratory tract ...  ... ,"3"
YM7W1,Respiratory tract NEC ...  ... ,"3"
y03Gk,Influenza vaccine ...  ... ,"3"
Y74be,"Inhal/ingest.obj.NOS+resp.obst ... Inhalation/ingestion obj NOS + resp obstruction/suffocation ... Inhalation or ingestion of object NOS, with obstruction of respiratory tract or suffocation","3"
YE0rQ,Acute infective polyneuritis++ ... Acute infective polyneuritis (& [Guillain-Barre syndrome]) ... ,"3"
YMBwr,[X]Acute infective psychosis ... [X]Acute / subacute infective psychosis ... ,"3"
Y71Mw,Haemophilus infl. septicaemia ... Haemophilus influenzae septicaemia ... ,"3"
Y02V3,Acute viral pharyngitis ...  ... ,"3"
YaSyf,Haemop influ Type B vac allerg ... Haemophilus influenzae Type B vaccine allergy ... ,"3"
YaoSV,Second pandemic flu vaccnation ... Second pandemic influenza vaccination ... ,"3"
Y7265,Respiratory tract intervention ...  ... ,"3"
YE0Qn,(Acute idiopathic pericardit++ ... (Acute idiopathic pericarditis) or (viral pericarditis NOS) ... ,"3"
YMA7s,[X]H influenzae/cause/d cl/o c ... [X]H influenzae as cause/diseases classified/other chapters ... [X]Haemophilus influenzae [h influenzae] as the cause of diseases classified to other chapters,"3"
YMAcP,"[X]Burn respir tract,part unsp ... [X]Burn of respiratory tract, part unspecified ... ","3"
YaYAd,Recurrent URTI ... Recurrent upper respiratory tract infection ... ,"3"
y0EQv,Influenza vac(SA) syrg 0.5mL ... Inact Influenza vacc (surface ant) prefilled syringe 0.5mL ... Inactivated Influenza vaccine (surface antigen) prefilled syringe 0.5mL,"3"
YawwY,Influenza B NADA ... Influenza B nucleic acid detection assay ... ,"3"
Yaxbw,Parainfluenz 4 RNA dtctn assay ... Parainfluenza virus type 4 ribonucleic acid detection assay ... ,"3"
Y00C2,Acute necrotic viral encephal ... Acute necrotising viral encephalitis ... ,"3"
Yane1,Has influenza vacc at work ...  ... ,"3"
YavTH,Influenza B nucl acid detectn ... Influenza B nucleic acid detection ... ,"3"
YMAir,Acute bronchitis/rhinovirus ... Acute bronchitis due to rhinovirus ... ,"3"
YMAit,Ac bronchiol/resp syncytal vir ... Acute bronchiolitis due to respiratory syncytial virus ... ,"3"
YMAjB,"Influ+pneumn,'flu virus identf ... Influenza with pneumonia, influenza virus identified ... ","3"
YMAjF,Chr obs pulm dis+ac l resp inf ... Chronic obstruct pulmonary dis with acute lower resp infectn ... Chronic obstructive pulmonary disease with acute lower respiratory infection,"3"
Yalul,Severe acute respiratory syndr ... Severe acute respiratory syndrome ... ,"3"
Yam2e,[X]Inf vac cau adv eff ther us ... [X]Influenza vaccine causing adverse effects therapeutic use ... [X]Influenza vaccine causing adverse effects in therapeutic use,"3"
Yam2g,Adv react: influenza vaccine ...  ... ,"3"
YapkM,Avian influenza ...  ... ,"3"
YasZW,Consent given pandmc flu vacc ... Consent given for pandemic influenza vaccination ... ,"3"
YavFW,Seasonal influenza vaccination ...  ... ,"3"
YE0ST,Throat: [acute pharyngitis]/++ ... Throat: [acute pharyngitis]/[sore NOS (& viral)]/[infection] ... Throat: [acute pharyngitis] or [sore NOS (& viral)] or [infection],"3"
YawTm,"2nd intrnsl ssnl flu vcc dclnd ... Second intranasal seasonal influenza vaccination declined ... ","3"
YawSV,"1st int ssn flu vcc gv oth hcp ... First intranasal seasonal flu vacc gvn by othr hlthcare prov ... First intranasal seasonal influenza vaccination given by other healthcare provider","3"
Y7JXT,Malig neop resp tract NOS ... Malignant neoplasm of respiratory tract NOS ... ,"3"
y08BZ,HIB vaccine ... HIB - Haemophilus influenzae Type B vaccine ... ,"3"
YM97r,Haemoph influen type b antigen ... Haemophilus influenzae type b antigen ... ,"3"
YawTr,DNA 2nd intransl pndm flu vacc ... DNA second intranasal pandemic influenza vaccination ... Did not attend second intranasal pandemic influenza vaccination,"3"
Yawvu,Avian influenza virus NADA ... Avian influenza virus nucleic acid detection assay ... ,"3"
YE0rn,(Ac conj)/(Newc dis)/(vir ph++ ... (Ac conj)/(Newc dis)/(vir pharyconj)/(pink eye)/(sticky eye) ... (Acute conjunctivitis) or (Newcastle's disease) or (viral pharyngoconjunctivitis) or (pink eye) or (sticky eye),"3"
Y00DL,Encephalitis-post 'flu vacc ... Post influenza vaccination encephalitis ... ,"3"
YMBNZ,"[X]Inhalation food at OS place ... [X]Inhl+ingest food caus obst resp tract occ oth specif plce ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at other specified place","3"
YMBNc,"[X]Inhalat of object at home ... [X]Inhalatn+ingestn oth obj causng obstr resp tract occ home ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at home","3"
Y017Z,"Subacute confusion - infective ... Subacute confusional state, of infective origin ... ","3"
YM4X9,TWAR-Taiwan ac resp chlamyd ab ... TWAR - Taiwan acute respiratory chlamydia antibody ... ,"3"
YawTk,"1st intrnsl ssnl flu vcc dclnd ... First intranasal seasonal influenza vaccination declined ... ","3"
YawSP,Adm frst intrnsl pndmc flu vac ... Administration of first intranasal pandemic influenza vacc ... Administration of first intranasal pandemic influenza vaccination,"3"
Yaw2w,No cons for seas influenza vac ... No consent for seasonal influenza vaccination ... ,"3"
YavnZ,Influenza vacc 3rd verb invit ... Influenza vaccination third verbal invitation ... ,"3"
A3BXD,H influenzae/cause/d cl/o c ... H influenzae as cause/diseases classified/other chapters ... Haemophilus influenzae [h influenzae as the cause of diseases classified to other chapters,"2"
n45r.,DIP/TET/PER/POLI/HIB vac 0.5mL ... DIPTHERIA/TETANUS/PERTUSSIS/POLIO/HIB vaccine 0.5mL vial ... DIPTHERIA / TETANUS / PERTUSSIS / POLIOMYELITIS / HAEMOPHILUS INFLUENZAE B vaccine 0.5mL vial,"2"
n4n4.,*HIB 10mcg vaccine 0.5mL ... HAEMOPHILUS INFLUENZAE Type b 10micrograms vaccine 0.5mL ... ,"2"
n4p4.,*HIB/DIPH/TET/PERTUSSIS syrng ... HIB/DIPHTHERIA/TETANUS/PERTUSSIS prefilled syringe ... HAEMOPHILUS INFLUENZAE Type b (Hib)/DIPHTHERIA/TETANUS/PERTUSSIS prefilled syringe,"2"
n4pz.,*HIB/DIPH/TET/PERTUSSIS vials ... HIB/DIPHTHERIA/TETANUS/PERTUSSIS vials ... HAEMOPHILUS INFLUENZAE TYPE b (Hib)/DIPHTHERIA/TETANUS/PERTUSSIS vaccine vials,"2"
n4y..,HIB/DIP/TET/PERTUSS/POLIO VACC ... HAEMOPHILUS B /DIPHTHERIA/TETANUS/PERTUSSIS/POLIO VACCINE ... HAEMOPHILUS INFLUENZAE type B/DIPHTHERIA/TETANUS/PERTUSSIS/POLIO V,"2"
B2zy.,Malig neop other resp tract ... Malignant neoplasm of other site of respiratory tract ... ,"2"
Hyu05,"[X]Flu+o manifst,flu vir idntf ... [X]Influenza+other manifestations,influenza virus identified ... [X]Influenza with other manifestations, influenza virus identified","2"
Hyu2.,[X]Oth dis/up respiratry tract ... [X]Other diseases of the upper respiratory tract ... ,"2"
"744H4",D f e e l r t la b cy l l r tr ... Dia fib en ex low resp tr wth lav and br cyt les low resp tr ... Diagnostic fibreoptic endoscopic examination of lower respiratory tract with lavage and brush cytology of lesion of lower respiratory tract,"2"
"74594",Clear secretions respir tract ... Clearance of secretions of respiratory tract ... ,"2"
E0301,"Acute confusion - infective ... Acute confusional state, of infective origin ... ","2"
E0311,"Subacute confusion - infective ... Subacute confusional state, of infective origin ... ","2"
Yawju,Hib/MenC vacc contraindicated ... Haem influenz b and meningitis C vaccination contraindicated ... Haemophilus influenzae type b and meningitis C vaccination contraindicated,"3"
YapxM,Fib end pho the les low res tr ... Fibr endos photodynamic ther lesion lower respiratory tract ... Fibreoptic endoscopic photodynamic therapy of lesion of lower respiratory tract,"3"
Yat4e,Infl A virus H1N1 sub not dect ... Influenza A virus H1N1 subtype not detected ... ,"3"
Y203z,Acute/subac.bact.endocard.NOS ... Acute and subacute bacterial endocarditis NOS ... ,"3"
YM8mi,Oth spec part res tract/mouth ... Other specified part of respiratory tract or mouth ... ,"3"
H2Fy.,Infz+otr rsp mnf due t snl vir ... Influenza with othr resp manifestation due to seasonal virus ... Influenza with other respiratory manifestation due to seasonal influenza virus,"2"
H4600,Acute chemical bronchitis ... Acute bronchitis due to chemical fumes ... ,"2"
"9OX4.",Needs influenza immunisation ...  ... ,"2"
"9OX52","1st intransl influ vacc declnd ... First intranasal influenza vaccination declined ... ","2"
"9N310",Tele con susp inf A vr sb H1N1 ... Telephne consultatn suspected influenza A virus subtype H1N1 ... Telephone consultation for suspected influenza A virus subtype H1N1,"2"
"9N4q1",DNA 1st intransl ssnl flu vacc ... DNA first intranasal seasonal influenza vaccination ... Did not attend first intranasal seasonal influenza vaccination,"2"
YM4YX,Influenza antibody ...  ... ,"3"
YM4YZ,Influenza B antibody ...  ... ,"3"
YM70c,Influenza virus ...  ... ,"3"
YM1hw,"Acute confusion - infective ... Acute confusional state, of infective origin ... ","3"
YadOv,"First DTP polio & HiB vaccintn ... First diph, tet, pert, polio and H influenz type B vaccinatn ... First diphtheria, tetanus, pertussis, polio and Haemophilus influenzae type B vaccination","3"
YadP4,No consent - HiB immunisation ... No consent - Haemophilus influenzae type B immunisation ... ,"3"
Y1016,Acute bacterial bronchitis ...  ... ,"3"
Y1017,Acute pneumococcal bronchitis ...  ... ,"3"
Y1019,Acute H.influenzae bronchitis ... Acute haemophilus influenzae bronchitis ... ,"3"
Y101D,Acute mycoplasmal bronchitis ...  ... ,"3"
Y101J,Acute obliterating bronchiolit ... Acute obliterating bronchiolitis ... ,"3"
Y101P,"Ac bronchiolitis, adenovirus ... Acute bronchiolitis due to adenovirus ... ","3"
Y21Np,Acute bacterial sialadenitis ...  ... ,"3"
y01Nb,HIB 10mcg vaccine 0.5mL ... Haemophilus influenzae Type B 10micrograms vaccine 0.5mL ... ,"3"
YMLLJ,Influenza imm.advised at surg. ...  ... ,"3"
YMAIp,"[X]Flu+o rsp manif,flu v idntf ... [X]Flu+oth respiratory manifestations,'flu virus identified ... [X]Influenza with other respiratory manifestations, influenza virus identified","3"
YMAIr,"[X]Flu+o rsp manif,vir n idntf ... [X]Influenza+oth respiratory manifestatns,virus not identifd ... [X]Influenza with other respiratory manifestations, virus not identified","3"
YMAJH,[X]Oth spcf dis/upp resp tract ... [X]Other specified diseases of upper respiratory tract ... ,"3"
YMAJa,[X]Supp/necr cond low res trac ... [X]Suppurative & necrotic conditions of lower respir tract ... [X]Suppurative and necrotic conditions of the lower respiratory tract,"3"
YatSl,No response to flu vacc invitn ... No response to influenza vaccination invitation ... ,"3"
H023.,Acute bacterial pharyngitis ...  ... ,"2"
H0602,Acute pseudomembranous bronch. ... Acute pseudomembranous bronchitis ... ,"2"
H0604,Acute croupous bronchitis ...  ... ,"2"
H0607,Acute streptococcal bronchitis ...  ... ,"2"
H060B,Acut bronch due coxsackievirus ... Acute bronchitis due to coxsackievirus ... ,"2"
H060D,Acut bronch/resp syncytial vir ... Acute bronchitis due to respiratory syncytial virus ... ,"2"
H060w,Acute viral bronchitis unspec. ... Acute viral bronchitis unspecified ... ,"2"
H060z,Acute bronchitis NOS ...  ... ,"2"
H061z,Acute bronchiolitis NOS ...  ... ,"2"
H062.,Acute low respitract infection ... Acute lower respiratory tract infection ... ,"2"
H0z..,Acute respiratory infectn.NOS ... Acute respiratory infection NOS ... ,"2"
H1y8.,URT hypersensitivity react.NOS ... Upper respiratory tract hypersensitivity reaction NOS ... ,"2"
H1z..,Upper resp.tract disease NOS ... Upper respiratory tract disease NOS ... ,"2"
H202.,Pneumonia - parainfluen.virus ... Pneumonia due to parainfluenza virus ... ,"2"
H2470,Pneumonia + candidiasis ... Pneumonia with candidiasis ... ,"2"
H27y1,Influenza + GIT involvement ... Influenza with gastrointestinal tract involvement ... ,"2"
H27yz,Influenza + other manifest.NOS ... Influenza with other manifestations NOS ... ,"2"
H29..,Avian influenza ...  ... ,"2"
"43jn1",SARS virus RNA detection assay ... SARS virus ribonucleic acid detection assay ... Severe acute respiratory syndrome virus ribonucleic acid detection assay,"2"
"43jx0",Parainfluenza type 1 NADA ... Parainfluenza type 1 nucleic acid detection assay ... ,"2"
"43jz.",Parainfl type 3 nuc acid detn ... Parainfluenza type 3 nucleic acid detection ... ,"2"
"43jz1",Parainfluenz 3 RNA dtctn assay ... Parainfluenza virus type 3 ribonucleic acid detection assay ... ,"2"
"43w6.",Influenza A nucl acid detectn ... Influenza A nucleic acid detection ... ,"2"
n47..,INFLUENZA VACCINES ...  ... ,"2"
n477.,*INACT INFLUENZA VAC inj 0.5mL ... INACTIVATED INFLUENZA VACCINE injection 0.5mL ... ,"2"
n47a.,*INFLUENZA VACCINE vials 25mL ...  ... ,"2"
AyuKC,[X]H influenzae/cause/d cl/o c ... [X]H influenzae as cause/diseases classified/other chapters ... [X]Haemophilus influenzae [h influenzae] as the cause of diseases classified to other chapters,"2"
K08y7,Acute infective interst nephri ... Acute infective interstitial nephritis ... ,"2"
"9OX55","1st intrnsl pndm flu vcc dclnd ... First intranasal pandemic influenza vaccination declined ... ","2"
"9OXC2",Flu vac inv 2nd SMS txt msg st ... Influenza vaccination invitation 2nd SMS text message sent ... Influenza vaccination invitation second short message service text message sent,"2"
"9OXE2",Influenza vac invit 3rd email ... Influenza vaccination invitation third email ... ,"2"
"68NE0",No cons for seas influenza vac ... No consent for seasonal influenza vaccination ... ,"2"
"68Nr.",Consent given pandmc flu vacc ... Consent given for pandemic influenza vaccination ... ,"2"
"68Ns.",No consent flu A (H1N1v)09 vac ... No consent for influenza A (H1N1v) 2009 vaccination ... ,"2"
"68NV.",Influenza vacc consent given ...  ... ,"2"
"68NV0",Consent givn fr season flu vac ... Consent given for seasonal influenza vaccination ... ,"2"
TF20.,Foreign obj.in nose+resp.obst. ... Foreign object in nose causing obstruction respiratory tract ... Foreign object in nose causing obstruction of respiratory tract,"2"
TF20z,For.obj.in nose+resp.obst.NOS ... Foreign object in nose causing respiratory obstruction NOS ... Foreign object in nose causing obstruction of respiratory tract NOS,"2"
TF2z.,"Inhal/ingest.obj.NOS+resp.obst ... Inhalation/ingestion obj NOS + resp obstruction/suffocation ... Inhalation or ingestion of object NOS, with obstruction of respiratory tract or suffocation","2"
"65E8.",CN - 2 fluA (H1N1v)09 va ot pr ... CELVAPAN - 2nd flu A (H1N1v) 2009 vacc by othr hlth provider ... CELVAPAN - second influenza A (H1N1v) 2009 vaccination given by other healthcare provider,"2"
"65E9.",PNDMRX - 1st fluA (H1N1v)09 va ... PANDEMRIX - first influenza A (H1N1v) 2009 vaccination given ... ,"2"
"65ED0",Seasonal influe vac givn pharm ... Seasonal influenza vaccination given by pharmacist ... ,"2"
"65ED3",Admin sec intrnsl ssnl inf vac ... Administration of second intranasal seasonal influenza vacc ... Administration of second intranasal seasonal influenza vaccination,"2"
"65EE.",Administ of intranasal flu vac ... Administration of intranasal influenza vaccination ... ,"2"
G50z2,Acute pericarditis-pneumococc. ... Acute pericarditis - pneumococcal ... ,"2"
G50z4,Acute pericarditis-streptococ. ... Acute pericarditis - streptococcal ... ,"2"
G5203,Acute myocarditis - influenzal ...  ... ,"2"
"7N22y",[SO]Specified resp tract NEC ... [SO]Specified respiratory tract NEC ... ,"2"
"7N22z",[SO]Respiratory tract NEC ...  ... ,"2"
U60K4,[X]Inf vac cau adv eff ther us ... [X]Influenza vaccine causing adverse effects therapeutic use ... [X]Influenza vaccine causing adverse effects in therapeutic use,"2"
"43dF.",Influenza A antibody level ...  ... ,"2"
"43dg.",Parainfluenza virus ab level ... Parainfluenza virus antibody level ... ,"2"
"43WV.",H influenzae B IgG level ... Haemophilus influenzae B IgG level ... ,"2"
n45r.,*DIP/TET/PER/POL/HIB vac 0.5mL ... DIPTHERIA/TETANUS/PERTUSSIS/POLIO/HIB vaccine 0.5mL vial ... DIPTHERIA / TETANUS / PERTUSSIS / POLIOMYELITIS / HAEMOPHILUS INFLUENZAE B vaccine 0.5mL vial,"2"
"4JU3.",Influenza H5 virus detected ...  ... ,"2"
"4JU5.",Influenza B virus detected ...  ... ,"2"
